HYP_GRP_CLASS_KEY|HYP_GRP_CLASS_DESC|HYP_CLASS_KEY|HYP_CLASS_DESC|HYP_SUB_CLASS_KEY|HYP_SUB_CLASS_DESC|HYP_CLUST_CLASS_DESC
645|NEO-JEANNERIE|6451|CHEMISE M / C  DETENTE|64511|CHEMISE  M/C FANTAISIE|BAR À JEAN HOMME
645|NEO-JEANNERIE|6452|PANTALON DENIM|64520|PANTALON 5 POCHES DENIM|BAR À JEAN HOMME
645|NEO-JEANNERIE|6452|PANTALON DENIM|64521|PANTALON DENIM AUTRES|BAR À JEAN HOMME
645|NEO-JEANNERIE|6452|PANTALON DENIM|64522|SALOPETTE DENIM|BAR À JEAN HOMME
645|NEO-JEANNERIE|6453|PANTALON TOILE|64530|PANTALON TOILE SANS PINCE|BAR À JEAN HOMME
645|NEO-JEANNERIE|6453|PANTALON TOILE|64531|PANTALON TOILE AVEC PINCE|BAR À JEAN HOMME
645|NEO-JEANNERIE|6453|PANTALON TOILE|64532|PANTALON TOILE AUTRE FORM|BAR À JEAN HOMME
645|NEO-JEANNERIE|6454|PANTALON VELOURS|64540|PANTALON VELOURS SANS PINCES|BAR À JEAN HOMME
645|NEO-JEANNERIE|6454|PANTALON VELOURS|64541|PANTALON VELOURS AVEC PINCES|BAR À JEAN HOMME
645|NEO-JEANNERIE|6454|PANTALON VELOURS|64542|PANTALON VELOURS AUTRES FORMES|BAR À JEAN HOMME
645|NEO-JEANNERIE|6455|SHORT / BERMUDA|64550|SHORT|BAR À JEAN HOMME
645|NEO-JEANNERIE|6455|SHORT / BERMUDA|64551|BERMUDA|BAR À JEAN HOMME
645|NEO-JEANNERIE|6456|NEO LICENCES SPECIFIQUES|64560|PANTALON DENIM|BAR À JEAN HOMME
645|NEO-JEANNERIE|6456|NEO LICENCES SPECIFIQUES|64561|PANTALON TOILE VELOURS|BAR À JEAN HOMME
645|NEO-JEANNERIE|6456|NEO LICENCES SPECIFIQUES|64562|BERMUDA SHORT|BAR À JEAN HOMME
645|NEO-JEANNERIE|6456|NEO LICENCES SPECIFIQUES|64563|CHEMISE|BAR À JEAN HOMME
645|NEO-JEANNERIE|6456|NEO LICENCES SPECIFIQUES|64564|TRICOTAGE|BAR À JEAN HOMME
645|NEO-JEANNERIE|6456|NEO LICENCES SPECIFIQUES|64565|CONFECTION|BAR À JEAN HOMME
645|NEO-JEANNERIE|6456|NEO LICENCES SPECIFIQUES|64566|BAIN|BAR À JEAN HOMME
646|CONFECTION|6460|IMPERMEABLE|64600|IMPERMEABLE|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6461|MANTEAU|64610|MANTEAU DROIT|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6461|MANTEAU|64611|MANTEAU CROISE|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6461|MANTEAU|64612|CABAN|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6461|MANTEAU|64613|DUFFLE COAT|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6462|BLOUSON / COUPE-VENT|64620|BLOUSON|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6462|BLOUSON / COUPE-VENT|64621|COUPE-VENT|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6463|PARKA|64630|PARKA|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6463|PARKA|64631|SURVESTE|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6463|PARKA|64632|CANADIENNE|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6464|CUIR|64640|BLOUSON CUIR|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6464|CUIR|64641|PARKA / SURVESTE CUIR|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6464|CUIR|64642|GILET CUIR|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6464|CUIR|64643|PANTALON CUIR|MODE HOMME VESTE MANTEAU 
646|CONFECTION|6464|CUIR|64644|VESTE CUIR|MODE HOMME VESTE MANTEAU 
647|SPORT|6470|SURVETEMENT|64700|SURVETEMENT|SPORT HOMME
647|SPORT|6471|ELEMENT DE SPORT|64710|TEE-SHIRT DEBARDEUR SPORT|SPORT HOMME
647|SPORT|6471|ELEMENT DE SPORT|64711|SWEAT-SHIRT SPORT|SPORT HOMME
647|SPORT|6471|ELEMENT DE SPORT|64712|PANTALON SPORT|SPORT HOMME
647|SPORT|6471|ELEMENT DE SPORT|64713|SHORT / BERMUDA SPORT|SPORT HOMME
647|SPORT|6472|SPORT DE MARQUE|64720|SURVETEMENT DE MARQUE|SPORT HOMME
647|SPORT|6472|SPORT DE MARQUE|64721|TEE-SHIRT / DEBARDEUR MARQUE|SPORT HOMME
647|SPORT|6472|SPORT DE MARQUE|64722|SWEAT-SHIRT DE MARQUE|SPORT HOMME
647|SPORT|6472|SPORT DE MARQUE|64723|PANTALON DE MARQUE|SPORT HOMME
647|SPORT|6472|SPORT DE MARQUE|64724|SHORT / BERMUDA DE MARQUE|SPORT HOMME
647|SPORT|6472|SPORT DE MARQUE|64725|BLOUSON DE MARQUE|SPORT HOMME
647|SPORT|6473|COUPE-VENT|64730|COUPE-VENT HAUT|SPORT HOMME
647|SPORT|6473|COUPE-VENT|64731|COUPE-VENT BAS|SPORT HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6480|SKI|64800|ANORAK / PARKA SKI|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6480|SKI|64801|PANTALON SKI|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6480|SKI|64802|SALOPETTE SKI|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6480|SKI|64803|COMBINAISON DE SKI|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6481|BAIN|64810|BAIN FORME SLIP|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6481|BAIN|64811|BAIN FORME SHORT BERMUDA|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6482|GRANDES TAILLES|64820|TRICOTAGE G/T|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6482|GRANDES TAILLES|64821|GILET G/T|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6482|GRANDES TAILLES|64822|PANTALON G/T|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6482|GRANDES TAILLES|64823|CONFECTION G/T|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6483|TRAVAIL|64830|BLOUSE TRAVAILLE|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6483|TRAVAIL|64831|VESTE TRAVAILLE|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6483|TRAVAIL|64832|PANTALON TRAVAILLE|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6483|TRAVAIL|64833|COTTE DE TRAVAILLE|MODE HOMME
648|SKI/BAIN/GD TAILLE/TRAVAIL|6483|TRAVAIL|64834|COMBINAISON DE TRAVAIL|MODE HOMME
650|LINGE DE LIT UNI|6500|DRAP HOUSSE UNI|65000|90 X 190|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6500|DRAP HOUSSE UNI|65001|140 X 190|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6500|DRAP HOUSSE UNI|65002|160 X 200|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6500|DRAP HOUSSE UNI|65003|TETE ET PIED RELEVABLES|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6500|DRAP HOUSSE UNI|65004|AUTRES|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6501|DRAP PLAT UNI|65010|DRAP PLAT 1 P 180X290|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6501|DRAP PLAT UNI|65011|DRAP PLAT 2 P 240X300|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6501|DRAP PLAT UNI|65012|DRAP PLAT 2 P 270 X 300|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6501|DRAP PLAT UNI|65013|TAIE D'OREILLER 63X63|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6501|DRAP PLAT UNI|65014|TAIE D'OREILLER 50X70|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6501|DRAP PLAT UNI|65015|TAIE DE TRAVERSIN|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6501|DRAP PLAT UNI|65016|HOUSSE DE COUETTE 140X200|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6501|DRAP PLAT UNI|65017|HOUSSE DE COUETTE 200X200|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6501|DRAP PLAT UNI|65018|HOUSSE DE COUETTE 240X220|LINGE DE LIT UNI
650|LINGE DE LIT UNI|6501|DRAP PLAT UNI|65019|HOUSSE DE COUETTE 260X240|LINGE DE LIT UNI
651|LINGE DE LIT FANTAISIE/PARURES|6510|LITERIE FANTAISIE ENFANT|65100|DRAP PLAT 1 P 180X290|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6510|LITERIE FANTAISIE ENFANT|65101|TAIE D'OREILLER|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6510|LITERIE FANTAISIE ENFANT|65102|TAIE DE TRAVERSIN|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6510|LITERIE FANTAISIE ENFANT|65103|DRAP HOUSSE 1 P 90X190|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6510|LITERIE FANTAISIE ENFANT|65104|HOUSSE DE COUETTE 140X200|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6510|LITERIE FANTAISIE ENFANT|65105|HOUSSE DE COUETTE 200X200|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6511|LITERIE FANTAISIE ADULTE|65110|DRAP PLAT 1 P 180X290|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6511|LITERIE FANTAISIE ADULTE|65111|DRAP PLAT 2 P 240X300|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6511|LITERIE FANTAISIE ADULTE|65112|TAIE D'OREILLER 63X63|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6511|LITERIE FANTAISIE ADULTE|65113|TAIE DE TRAVERSIN|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6511|LITERIE FANTAISIE ADULTE|65114|DRAP HOUSSE 1 P 90X190|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6511|LITERIE FANTAISIE ADULTE|65115|DRAP HOUSSE 2P 140X190|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6511|LITERIE FANTAISIE ADULTE|65116|HOUSSE DE COUETTE 140X200|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6511|LITERIE FANTAISIE ADULTE|65117|HOUSSE DE COUETTE 200X200|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6511|LITERIE FANTAISIE ADULTE|65118|HOUSSE DE COUETTE 240X220|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6511|LITERIE FANTAISIE ADULTE|65119|HOUSSE DE COUETTE 260X240|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6512|PARURE FANTAISIE|65120|PARURE 1 PERSONNE DRAP|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6512|PARURE FANTAISIE|65121|PARURE 2 PERSONNES DRAP|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6512|PARURE FANTAISIE|65122|PARURE 1 P HOUSSE COUETTE|LINGE DE LIT FANTAISIE, PARURES
651|LINGE DE LIT FANTAISIE/PARURES|6512|PARURE FANTAISIE|65123|PARURE 2 P HOUSSE COUETTE|LINGE DE LIT FANTAISIE, PARURES
652|ACCESSOIRES LITERIE|6520|OREILLERS|65200|OREILLER  SYNTHE CARRE|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6520|OREILLERS|65201|OREILLER GARNIS SYNTHE|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6520|OREILLERS|65202|OREILLER  NATUREL CARRE|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6520|OREILLERS|65203|OREILLER GARNI NATUREL|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6520|OREILLERS|65204|OREILLER BEAUTE SANTE CARRE|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6520|OREILLERS|65205|OREILLER BEAUTE SANTE RECTANGL|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6521|TRAVERSIN|65210|TRAVERSIN 90|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6521|TRAVERSIN|65211|TRAVERSIN 140|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6521|TRAVERSIN|65212|TRAVERSIN 160|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6521|TRAVERSIN|65213|AUTRES|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6522|ALEZE / PROTEGE MATELAS|65220|ALEZE PLATEAU SIMPLE 90|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6522|ALEZE / PROTEGE MATELAS|65221|ALEZE PLATEAU SIMPLE 140|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6522|ALEZE / PROTEGE MATELAS|65222|ALEZE PLATEAU SIMPLE 160|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6522|ALEZE / PROTEGE MATELAS|65223|ALEZE FORME HOUSSE 90X190|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6522|ALEZE / PROTEGE MATELAS|65224|ALEZE FORME HOUSSE 140X190|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6522|ALEZE / PROTEGE MATELAS|65225|ALEZE FORME HOUSSE 160X200|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6522|ALEZE / PROTEGE MATELAS|65226|ENVELOPPE MATELAS 90X190|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6522|ALEZE / PROTEGE MATELAS|65227|ENVELOPPE MATELAS 140X190|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6522|ALEZE / PROTEGE MATELAS|65228|ENVELOPPE MATELAS 160X190|ACCESSOIRES LITERIE
652|ACCESSOIRES LITERIE|6522|ALEZE / PROTEGE MATELAS|65229|ENVELOPPE OREILLER|ACCESSOIRES LITERIE
653|COUVERTURE/DESSUS DE LIT|6530|COUVERTURE SYNTHETIQUE|65300|COUVERTURE 1P UNIE SYNTHE|COUVERTURE, DESSUS DE LIT
653|COUVERTURE/DESSUS DE LIT|6530|COUVERTURE SYNTHETIQUE|65301|COUVERTURE 1 P FANTAISIE|COUVERTURE, DESSUS DE LIT
653|COUVERTURE/DESSUS DE LIT|6530|COUVERTURE SYNTHETIQUE|65302|COUVERTURE 2 P UNIE|COUVERTURE, DESSUS DE LIT
653|COUVERTURE/DESSUS DE LIT|6530|COUVERTURE SYNTHETIQUE|65303|COUVERTURE 2 P FANTAISIE|COUVERTURE, DESSUS DE LIT
653|COUVERTURE/DESSUS DE LIT|6531|COUVERTURE NATUREL|65310|COUVERTURE 1 P UNIE|COUVERTURE, DESSUS DE LIT
653|COUVERTURE/DESSUS DE LIT|6531|COUVERTURE NATUREL|65311|COUVERTURE 1 P FANTAISIE|COUVERTURE, DESSUS DE LIT
653|COUVERTURE/DESSUS DE LIT|6531|COUVERTURE NATUREL|65312|COUVERTURE 2 PERSONNES UNIE|COUVERTURE, DESSUS DE LIT
653|COUVERTURE/DESSUS DE LIT|6531|COUVERTURE NATUREL|65313|COUVERTURE 2 PERSONNES FANTAIS|COUVERTURE, DESSUS DE LIT
653|COUVERTURE/DESSUS DE LIT|6532|DESSUS DE LIT|65320|DESSUS DE LIT 1 PERSONNE UNI|COUVERTURE, DESSUS DE LIT
653|COUVERTURE/DESSUS DE LIT|6532|DESSUS DE LIT|65321|DESSUS DE LIT 1 PERS FANTAISIE|COUVERTURE, DESSUS DE LIT
653|COUVERTURE/DESSUS DE LIT|6532|DESSUS DE LIT|65322|DESSUS DE LIT 2 PERSONNES UNI|COUVERTURE, DESSUS DE LIT
653|COUVERTURE/DESSUS DE LIT|6532|DESSUS DE LIT|65323|DESSUS DE LIT 2 PERS FANTAISIE|COUVERTURE, DESSUS DE LIT
654|COUETTE|6540|COUETTE SYNTHETIQUE UNIE|65400|COUETTE 140X200|COUETTE
654|COUETTE|6540|COUETTE SYNTHETIQUE UNIE|65401|COUETTE 200X200|COUETTE
654|COUETTE|6540|COUETTE SYNTHETIQUE UNIE|65402|COUETTE 240X220|COUETTE
654|COUETTE|6540|COUETTE SYNTHETIQUE UNIE|65403|COUETTE 260X240|COUETTE
654|COUETTE|6540|COUETTE SYNTHETIQUE UNIE|65404|AUTRES|COUETTE
654|COUETTE|6541|COUETTE SYNTHETIQUE FSIE|65410|COUETTE 140X200|COUETTE
654|COUETTE|6541|COUETTE SYNTHETIQUE FSIE|65411|COUETTE 200X200|COUETTE
654|COUETTE|6541|COUETTE SYNTHETIQUE FSIE|65412|COUETTE 240X220|COUETTE
654|COUETTE|6541|COUETTE SYNTHETIQUE FSIE|65413|COUETTE 260X240|COUETTE
654|COUETTE|6541|COUETTE SYNTHETIQUE FSIE|65414|AUTRES|COUETTE
654|COUETTE|6542|COUETTE AUTRE GARNISSAGE|65420|COUETTE 140X200|COUETTE
654|COUETTE|6542|COUETTE AUTRE GARNISSAGE|65421|COUETTE 200X200|COUETTE
654|COUETTE|6542|COUETTE AUTRE GARNISSAGE|65422|COUETTE 240X220|COUETTE
654|COUETTE|6542|COUETTE AUTRE GARNISSAGE|65423|COUETTE 260X240|COUETTE
654|COUETTE|6542|COUETTE AUTRE GARNISSAGE|65424|AUTRES|COUETTE
655|LINGE DE TOILETTE|6550|EPONGE UNIE|65500|SERVIETTE DE TOILETTE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6550|EPONGE UNIE|65501|GANT DE TOILETTE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6550|EPONGE UNIE|65502|DRAP DE DOUCHE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6550|EPONGE UNIE|65503|DRAP DE BAIN|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6550|EPONGE UNIE|65504|SERVIETTE INVITE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6551|EPONGE FANTAISIE|65510|SERVIETTE UNI LITEAU|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6551|EPONGE FANTAISIE|65511|GANT TOILET UNI LITO FSIE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6551|EPONGE FANTAISIE|65512|DRAP DOUCHE UNI LITO FSIE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6551|EPONGE FANTAISIE|65513|DRAP BAIN UNI LITEAU FSIE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6551|EPONGE FANTAISIE|65514|SERVIET INVITE UNI LITEAU FSIE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6551|EPONGE FANTAISIE|65515|SERVIETTE TOILETTE FANTAISIE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6551|EPONGE FANTAISIE|65516|GANT DE TOILETTE FANTAISIE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6551|EPONGE FANTAISIE|65517|DRAP DE DOUCHE FANTAISIE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6551|EPONGE FANTAISIE|65518|DRAP DE BAIN FANTAISIE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6551|EPONGE FANTAISIE|65519|SERVIETTE INVITE FANTAISIE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6552|PEIGNOIR ENFANT|65520|UNI < 350 GR|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6552|PEIGNOIR ENFANT|65521|UNI > 350 GR|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6552|PEIGNOIR ENFANT|65522|FANTAISIE < 350 GR|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6552|PEIGNOIR ENFANT|65523|FANTAISIE > 350 GR|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6553|PEIGNOIR ADULTE|65530|UNI < 400 GR|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6553|PEIGNOIR ADULTE|65531|FANTAISIE<400 GR|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6553|PEIGNOIR ADULTE|65532|FANTAISIE>400 GR|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6554|LOT EPONGE|65540|LOT EPONGE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6555|TAPIS DE BAIN|65550|TAPIS DE BAIN UNI|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6555|TAPIS DE BAIN|65551|TAPIS DE BAIN FANTAISIE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6555|TAPIS DE BAIN|65552|CONTOUR UNI|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6555|TAPIS DE BAIN|65553|CONTOUR FANTAISIE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6555|TAPIS DE BAIN|65554|LOT|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6556|DRAP DE PLAGE|65560|ENFANT BOUCLETTE IMPRIMEE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6556|DRAP DE PLAGE|65561|ENFANT BOUCLETTE JACQUARD|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6556|DRAP DE PLAGE|65562|ENFANT VELOURS|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6556|DRAP DE PLAGE|65563|ADULTE BOUCLETTE IMPRIMEE|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6556|DRAP DE PLAGE|65564|ADULTE BOUCLETTE JACQUARD|LINGE DE TOILETTE
655|LINGE DE TOILETTE|6556|DRAP DE PLAGE|65565|ADULTE VELOURS|LINGE DE TOILETTE
656|LINGE DE TABLE ET CUISINE|6560|NAPPE TISSEE|65600|NAPPE RECTANG 4/6 C|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6560|NAPPE TISSEE|65601|NAPPE RECTANG 6/8 C|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6560|NAPPE TISSEE|65602|NAPPE RECTANG 10/12 C|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6560|NAPPE TISSEE|65603|NAPPE RONDE 6/ 8 COUVERTS|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6560|NAPPE TISSEE|65604|NAPPE OVALE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6560|NAPPE TISSEE|65605|SERVIETTE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6560|NAPPE TISSEE|65606|AUTRES|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6561|NAPPE TISSUS ENDUIT|65610|NAPPE RECTANG 4/6 C|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6561|NAPPE TISSUS ENDUIT|65611|NAPPE RECTANG 6/8 C|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6561|NAPPE TISSUS ENDUIT|65612|NAPPE RECTANG 10/12 C|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6561|NAPPE TISSUS ENDUIT|65613|NAPPE RONDE 6/ 8 COUVERTS|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6561|NAPPE TISSUS ENDUIT|65614|NAPPE OVALE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6561|NAPPE TISSUS ENDUIT|65615|SERVIETTE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6561|NAPPE TISSUS ENDUIT|65616|AUTRES|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6562|LOT DE TABLE|65620|NAPPE RECTANG 8 COUVERTS|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6562|LOT DE TABLE|65621|NAPPE RECTANG 12 COUVERTS|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6562|LOT DE TABLE|65622|NAPPE RONDE 6/ 8 COUVERTS|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6562|LOT DE TABLE|65623|NAPPE OVALE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6563|PROTEGE TABLE|65630|PROTEGE TABLE RECT 6/8 C|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6563|PROTEGE TABLE|65631|PROTEGE TABLE RECT 10/12C|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6563|PROTEGE TABLE|65632|PROTEGE TABLE ROND 6/8 C|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6563|PROTEGE TABLE|65633|PROTEGE TABLE OVALE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6564|TORCHON / ACCESSOIRES|65640|TORCHON JACQUARD|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6564|TORCHON / ACCESSOIRES|65641|TORCHON IMPRIME|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6564|TORCHON / ACCESSOIRES|65642|TORCHON METIS|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6564|TORCHON / ACCESSOIRES|65643|CARRE EPONGE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6564|TORCHON / ACCESSOIRES|65644|TORCHON NID D ABEILLE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6564|TORCHON / ACCESSOIRES|65645|MANIQUE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6564|TORCHON / ACCESSOIRES|65646|GANT|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6564|TORCHON / ACCESSOIRES|65647|AUTRES ACCESSOIRES|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6564|TORCHON / ACCESSOIRES|65648|LOTS|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6565|TABLIER / BLOUSE CUISINE|65650|TABLIER CUISINE S/BAVETTE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6565|TABLIER / BLOUSE CUISINE|65651|TABLIER CUISINE A/BAVETTE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6565|TABLIER / BLOUSE CUISINE|65652|CHASUBLE|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6565|TABLIER / BLOUSE CUISINE|65653|BLOUSE SANS MANCHES|LINGE DE TABLE ET CUISINE
656|LINGE DE TABLE ET CUISINE|6565|TABLIER / BLOUSE CUISINE|65654|BLOUSE MANCHES LONGUES|LINGE DE TABLE ET CUISINE
